policyid,Country,VehicleType,VehicleUsage,Power,Weight,Colour,VehicleFirstRegistrationYear,VehicleAge,Mark,Model,EngineType,RenewalIndicator,Leasing,Deductible_general,Deductible_glass,premium,suminsured,policy_period_in_years,year
2513,LV,Passenger car,Other,77,1980,Tumši zila,2010,4,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,216,10340,1,2014
2514,LV,Passenger car,Other,77,1980,Tumši zila,2010,3,VOLKSWAGEN,GOLF,Diesel,1,1,142.29,42.69,188.6,11290,1,2013
2515,LV,Passenger car,Other,77,1980,Tumši zila,2010,2,VOLKSWAGEN,GOLF,Diesel,1,1,213.43,71.14,291.1,12610,1.002739726,2012
2516,LV,Passenger car,Other,77,1980,Sarkana,2011,3,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,253,9080,1,2014
2517,LV,Passenger car,Other,77,1980,Sarkana,2011,2,VOLKSWAGEN,GOLF,Diesel,1,1,142.29,42.69,207.5,10150,1,2013
2518,LV,Passenger car,Other,77,1980,Sarkana,2011,1,VOLKSWAGEN,GOLF,Diesel,1,1,213.43,71.14,345.5,11350,1.002739726,2012
2519,LV,Passenger car,Other,77,1980,Tumši zila,2011,3,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,257,10080,1,2014
2520,LV,Passenger car,Other,77,1980,Tumši zila,2011,2,VOLKSWAGEN,GOLF,Diesel,1,1,142.29,42.69,211.5,11130,1,2013
2521,LV,Passenger car,Other,100,2160,Tumši peleka,2009,4,TOYOTA,COROLLA VERSO,Diesel,1,1,142.29,42.69,67.5,13880,0.260273973,2013
2522,LV,Passenger car,Other,100,2160,Tumši peleka,2009,3,TOYOTA,COROLLA VERSO,Diesel,1,1,213.43,71.14,309.4,15040,1.002739726,2012
2523,LV,Passenger car,Other,110,2140,Tumši peleka,2011,3,TOYOTA,AVENSIS,Diesel,1,1,140,70,23,14470,0.104109589,2014
2524,LV,Passenger car,Other,110,2140,Tumši peleka,2011,2,TOYOTA,AVENSIS,Diesel,1,1,142.29,71.14,229.1,16080,1,2013
2525,LV,Passenger car,Other,110,2140,Tumši peleka,2011,1,TOYOTA,AVENSIS,Diesel,1,1,213.43,71.14,381.3,17870,1.002739726,2012
2526,LV,Passenger car,Other,110,2140,Tumši zila,2011,3,TOYOTA,AVENSIS,Diesel,1,1,140,70,18,14460,0.104109589,2014
2527,LV,Passenger car,Other,110,2140,Tumši zila,2011,2,TOYOTA,AVENSIS,Diesel,1,1,142.29,71.14,229.1,16090,1,2013
2528,LV,Passenger car,Other,110,2140,Tumši zila,2011,1,TOYOTA,AVENSIS,Diesel,1,1,213.43,71.14,381.3,17900,1.002739726,2012
2529,LV,Passenger car,Other,120,1905,Gaiši zala,2008,5,TOYOTA,AVENSIS,Benzine,1,1,142.29,71.14,147.1,11990,0.846575342,2013
2530,LV,Passenger car,Other,120,1905,Gaiši zala,2008,4,TOYOTA,AVENSIS,Benzine,1,1,213.43,71.14,292.2,12580,1.002739726,2012
2531,LV,Passenger car,Other,151,2505,Melna,2011,3,VOLVO,XC60,Diesel,1,0,140,70,42,25770,0.131506849,2014
2532,LV,Passenger car,Other,151,2505,Melna,2011,2,VOLVO,XC60,Diesel,1,0,142.29,71.14,533.9,28720,1,2013
2533,LV,Passenger car,Other,151,2505,Melna,2011,1,VOLVO,XC60,Diesel,1,0,142.29,71.14,570.8,32000,1,2012
2534,LV,Passenger car,Other,121,1970,Melna,2005,7,SUBARU,LEGACY,Benzine,1,1,213.43,71.14,69.7,9390,0.353424658,2012
2535,LV,Passenger car,Other,100,2850,Gaiši peleka,2011,3,MITSUBISHI,L200,Diesel,1,1,140,70,392,12810,1,2014
2536,LV,Passenger car,Other,100,2850,Gaiši peleka,2011,2,MITSUBISHI,L200,Diesel,1,1,142.29,71.14,321.6,14230,1,2013
2537,LV,Passenger car,Other,100,2850,Gaiši peleka,2011,1,MITSUBISHI,L200,Diesel,1,1,213.43,71.14,449.6,17310,1.002739726,2012
2538,LV,Passenger car,Other,130,2180,Peleka tonmainas,2005,7,BMW,523,Benzine,1,1,213.43,71.14,253.3,11490,0.928767123,2012
2539,LV,Passenger car,Other,153,2045,Gaiši zila,2006,7,LEXUS,IS 250,Benzine,1,1,142.29,71.14,44.7,13140,0.260273973,2013
2540,LV,Passenger car,Other,153,2045,Gaiši zila,2006,6,LEXUS,IS 250,Benzine,1,1,213.43,71.14,261,13810,1.002739726,2012
2541,LV,Passenger car,Other,140,2145,Gaiši peleka,2008,4,AUDI,A4,Diesel,1,1,213.43,71.14,199.8,23080,0.698630137,2012
2542,LV,Passenger car,Other,224,2410,Balta,2011,3,VOLVO,XC70,Benzine,1,1,140,70,404,25540,1,2014
2543,LV,Passenger car,Other,224,2410,Balta,2011,2,VOLVO,XC70,Benzine,1,1,142.29,71.14,332.2,28450,1,2013
2544,LV,Passenger car,Other,224,2410,Balta,2011,1,VOLVO,XC70,Benzine,1,1,213.43,71.14,512.9,31670,1.002739726,2012
2545,LV,Passenger car,Other,165,2945,Melna,2007,6,VOLKSWAGEN,TOUAREG,Diesel,1,0,142.29,71.14,381.9,23780,0.383561644,2013
2546,LV,Passenger car,Other,116,2110,Balta,2012,0,TOYOTA,RAV-4,Benzine,0,1,142.29,71.14,136.9,26960,0.197260274,2012
2547,LV,Passenger car,Other,116,2110,Balta,2012,0,TOYOTA,RAV-4,Benzine,1,1,142.29,71.14,509.7,26960,0.767123288,2012
2548,LV,Passenger car,Other,116,2110,Bruna,2012,0,TOYOTA,RAV-4,Benzine,0,1,142.29,71.14,186.9,25750,0.276712329,2012
2549,LV,Passenger car,Other,116,2110,Bruna,2012,0,TOYOTA,RAV-4,Benzine,1,1,142.29,71.14,91.6,25750,0.156164384,2012
2550,LV,Passenger car,Other,85,1780,Gaiši peleka,2006,7,TOYOTA,COROLLA,Diesel,1,1,142.29,42.69,18.2,7940,0.178082192,2013
2551,LV,Passenger car,Other,85,1780,Gaiši peleka,2006,6,TOYOTA,COROLLA,Diesel,1,1,213.43,71.14,230.2,8270,1.002739726,2012
2552,LV,Passenger car,Other,110,2170,Peleka,2008,4,NISSAN,X TRAIL,Diesel,1,1,213.43,71.14,161.1,13650,0.512328767,2012
2553,LV,Passenger car,Other,85,2290,Bruna,2010,4,FORD,MONDEO,Diesel,1,1,140,70,242,15690,1,2014
2554,LV,Passenger car,Other,85,2290,Bruna,2010,3,FORD,MONDEO,Diesel,1,1,142.29,71.14,211.4,17050,1,2013
2555,LV,Passenger car,Other,85,2290,Bruna,2010,2,FORD,MONDEO,Diesel,1,1,213.43,71.14,323.8,18950,1.002739726,2012
2556,LV,Passenger car,Other,85,2290,Bruna,2010,4,FORD,MONDEO,Diesel,1,1,140,70,242,14890,1,2014
2557,LV,Passenger car,Other,85,2290,Bruna,2010,3,FORD,MONDEO,Diesel,1,1,142.29,71.14,211.4,16250,1,2013
2558,LV,Passenger car,Other,85,2290,Bruna,2010,2,FORD,MONDEO,Diesel,1,1,213.43,71.14,323.8,18140,1.002739726,2012
2559,LV,Passenger car,Other,103,2050,Sarkana,2011,3,FORD,FOCUS,Diesel,1,1,140,70,241,11520,1,2014
2560,LV,Passenger car,Other,103,2050,Sarkana,2011,2,FORD,FOCUS,Diesel,1,1,142.29,42.69,195.5,12890,1,2013
2561,LV,Passenger car,Other,103,2050,Sarkana,2011,1,FORD,FOCUS,Diesel,1,1,213.43,71.14,333.5,14410,1.002739726,2012
2562,LV,Passenger car,Other,103,2170,Peleka,2007,5,FORD,MONDEO,Diesel,1,1,213.43,71.14,162.6,8650,0.589041096,2012
2563,LV,Passenger car,Other,120,2100,Melna,2011,3,PEUGEOT,3008,Diesel,1,1,140,70,125,13810,0.616438356,2014
2564,LV,Passenger car,Other,120,2100,Melna,2011,2,PEUGEOT,3008,Diesel,1,1,142.29,42.69,199.5,15340,1,2013
2565,LV,Passenger car,Other,120,2100,Melna,2011,1,PEUGEOT,3008,Diesel,1,1,213.43,71.14,337.5,17050,1.002739726,2012
2566,LV,Passenger car,Other,91,2130,Zila tonmainas,2012,0,TOYOTA,AVENSIS,Diesel,0,1,142.29,71.14,417.5,27750,0.676712329,2012
2567,LV,Passenger car,Other,108,1895,Melna,2008,5,TOYOTA,AVENSIS,Benzine,1,1,142.29,71.14,174.8,11300,0.942465753,2013
2568,LV,Passenger car,Other,108,1895,Melna,2008,4,TOYOTA,AVENSIS,Benzine,1,1,213.43,71.14,304.2,11870,1.002739726,2012
2569,LV,Passenger car,Other,108,1895,Peleka,2008,4,TOYOTA,AVENSIS,Benzine,1,1,213.43,71.14,104.5,12530,0.353424658,2012
2570,LV,Passenger car,Other,108,1895,Kiršu,2009,4,TOYOTA,AVENSIS,Benzine,1,1,142.29,71.14,49.5,10580,0.260273973,2013
2571,LV,Passenger car,Other,176,2475,Peleka tonmainas,2009,5,AUDI,A6,Diesel,1,0,140,70,518.4,21540,1,2014
2572,LV,Passenger car,Other,176,2475,Peleka tonmainas,2009,3,AUDI,A6,Diesel,1,0,142.29,71.14,414.8,25210,0.682191781,2012
2573,LV,Passenger car,Other,122,2850,Gaiši peleka,2005,9,TOYOTA,LAND CRUISER,Diesel,1,0,140,70,714.1,16550,1,2014
2574,LV,Passenger car,Other,122,2850,Gaiši peleka,2005,8,TOYOTA,LAND CRUISER,Diesel,1,1,140,70,743.7,17220,1,2013
2575,LV,Passenger car,Other,122,2850,Gaiši peleka,2005,8,TOYOTA,LAND CRUISER,Diesel,0,1,142.29,71.14,845,17920,0.646575342,2013
2576,LV,Passenger car,Other,126,2730,Gaiši peleka,2011,3,TOYOTA,HILUX,Diesel,1,1,140,70,400,20690,1,2014
2577,LV,Passenger car,Other,126,2730,Gaiši peleka,2011,2,TOYOTA,HILUX,Diesel,1,1,142.29,71.14,329.6,22970,1,2013
2578,LV,Passenger car,Other,126,2730,Gaiši peleka,2011,1,TOYOTA,HILUX,Diesel,1,1,213.43,71.14,457.6,26790,1.002739726,2012
2579,LV,Passenger car,Other,126,2730,Gaiši bruna,2012,0,TOYOTA,HILUX,Diesel,0,1,142.29,71.14,416.6,34100,0.545205479,2012
2580,LV,Passenger car,Other,126,2730,Gaiši bruna,2012,0,TOYOTA,HILUX,Diesel,1,1,142.29,71.14,445.1,34100,0.635616438,2012
2581,LV,Passenger car,Other,127,2990,Gaiši bruna,2010,4,TOYOTA,LAND CRUISER,Diesel,1,1,140,70,554,23760,0.863013699,2014
2582,LV,Passenger car,Other,127,2990,Gaiši bruna,2010,3,TOYOTA,LAND CRUISER,Diesel,1,1,142.29,71.14,591,25860,1,2013
2583,LV,Passenger car,Other,127,2990,Gaiši bruna,2010,2,TOYOTA,LAND CRUISER,Diesel,1,1,213.43,71.14,835.8,28780,1.002739726,2012
2584,LV,Passenger car,Other,140,2990,Melna,2011,2,TOYOTA,LAND CRUISER,Diesel,1,1,142.29,71.14,834,39330,1,2013
2585,LV,Passenger car,Other,140,2990,Melna,2011,1,TOYOTA,LAND CRUISER,Diesel,1,1,142.29,71.14,1206.6,43860,1,2012
2586,LV,Passenger car,Other,140,2990,Balta,2012,0,TOYOTA,LAND CRUISER,Diesel,1,1,284.57,71.14,975.6,56910,0.830136986,2012
2587,LV,Passenger car,Other,140,2990,Balta,2012,0,TOYOTA,LAND CRUISER,Diesel,1,1,284.57,71.14,298.3,56910,0.271232877,2012
2588,LV,Passenger car,Other,173,2740,Melna,2007,5,BMW,X5,Diesel,1,1,213.43,71.14,638.3,38270,1.02739726,2012
2589,LV,Passenger car,Other,183,2125,Melna,2011,2,LEXUS,GS 300,Benzine,1,0,213.43,71.14,564.7,38590,0.482191781,2013
2590,LV,Passenger car,Other,183,2125,Melna,2011,2,LEXUS,GS 300,Benzine,1,0,213.43,71.14,660.6,42900,0.547945205,2013
2591,LV,Passenger car,Other,183,2125,Melna,2011,1,LEXUS,GS 300,Benzine,1,0,213.43,71.14,1188.5,47690,1,2012
2592,LV,Passenger car,Other,180,2060,Dzeltena tonmainas,2007,7,SUBARU,LEGACY,Benzine,1,1,140,70,27,11810,0.268493151,2014
2593,LV,Passenger car,Other,180,2060,Dzeltena tonmainas,2007,6,SUBARU,LEGACY,Benzine,1,1,142.29,71.14,149.3,12290,1,2013
2594,LV,Passenger car,Other,180,2060,Dzeltena tonmainas,2007,5,SUBARU,LEGACY,Benzine,1,1,213.43,71.14,254.6,13030,1.002739726,2012
2595,LV,Passenger car,Other,125,2665,Melna,2008,4,MITSUBISHI,PAJERO,Diesel,1,1,213.43,71.14,699.5,16550,0.994520548,2012
2596,LV,Passenger car,Other,118,2030,Gaiši peleka,2010,2,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,137.7,14230,0.512328767,2012
2597,LV,Passenger car,Other,118,2030,Bruna,2011,3,VOLKSWAGEN,PASSAT,Benzine,1,1,140,40,137,13020,0.616438356,2014
2598,LV,Passenger car,Other,118,2030,Bruna,2011,2,VOLKSWAGEN,PASSAT,Benzine,1,1,142.29,42.69,217.1,14370,1,2013
2599,LV,Passenger car,Other,118,2030,Bruna,2011,1,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,369.3,15880,1.002739726,2012
2600,LV,Passenger car,Other,118,2030,Bruna,2011,3,VOLKSWAGEN,PASSAT,Benzine,1,1,140,40,271,11700,1,2014
2601,LV,Passenger car,Other,118,2030,Bruna,2011,2,VOLKSWAGEN,PASSAT,Benzine,1,1,142.29,42.69,221.1,13020,1,2013
2602,LV,Passenger car,Other,118,2030,Bruna,2011,1,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,373.3,14490,1.002739726,2012
2603,LV,Passenger car,Other,118,2030,Melna,2011,3,VOLKSWAGEN,PASSAT,Benzine,1,1,140,40,157,13630,0.676712329,2014
2604,LV,Passenger car,Other,118,2030,Melna,2011,2,VOLKSWAGEN,PASSAT,Benzine,1,1,142.29,42.69,221.1,15060,1,2013
2605,LV,Passenger car,Other,118,2030,Melna,2011,1,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,373.3,16640,1.002739726,2012
2606,LV,Passenger car,Other,118,2050,Bruna,2011,3,VOLKSWAGEN,PASSAT,Benzine,1,1,140,40,238,13140,0.926027397,2014
2607,LV,Passenger car,Other,118,2050,Bruna,2011,2,VOLKSWAGEN,PASSAT,Benzine,1,1,142.29,42.69,229.1,14560,1,2013
2608,LV,Passenger car,Other,118,2050,Bruna,2011,1,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,381.3,16130,1.002739726,2012
2609,LV,Passenger car,Other,118,2050,Melna,2011,2,VOLKSWAGEN,PASSAT,Benzine,1,1,142.29,42.69,105.9,16000,0.430136986,2013
2610,LV,Passenger car,Other,118,2050,Melna,2011,1,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,393.3,17750,1.002739726,2012
2611,LV,Passenger car,Other,118,2070,Gaiši peleka,2009,3,VOLKSWAGEN,PASSAT,Benzine,1,1,213.43,71.14,252.7,13910,0.852054795,2012
2612,LV,Passenger car,Other,103,2020,Melna,2008,4,HONDA,FR-V,Benzine,1,1,213.43,71.14,165.1,10010,0.684931507,2012
2613,LV,Passenger car,Other,66,1890,Zila,2008,4,VOLKSWAGEN,GOLF,Diesel,1,1,213.43,71.14,72.6,8880,0.254794521,2012
2614,LV,Passenger car,Other,74,2030,Gaiši peleka,2004,8,VOLKSWAGEN,PASSAT,Diesel,1,1,213.43,71.14,27,6290,0.254794521,2012
2615,LV,Passenger car,Regular,0,1970,Bruna tonmainas,2013,0,VOLKSWAGEN,CC,Benzine,0,1,142.29,71.14,165.6,22770,0.668493151,2013
2616,LV,Passenger car,Regular,0,1980,Tumši zala,2001,12,SUBARU,LEGACY,Benzine,0,0,142.29,71.14,230.2,3930,0.873972603,2013
2617,LV,Passenger car,Regular,0,1980,,2013,0,VOLKSWAGEN,GOLF,Diesel,0,1,142.29,42.69,162.6,16050,0.635616438,2013
2618,LV,Passenger car,Regular,0,1990,Tumši zila,2000,13,VOLVO,V70,Benzine,1,0,142.29,71.14,177,3300,1,2013
2619,LV,Passenger car,Regular,0,1990,Tumši zila,2000,12,VOLVO,V70,Benzine,1,0,142.29,71.14,183.6,3420,1.002739726,2012
2620,LV,Passenger car,Regular,0,3500,,2014,0,MERCEDES BENZ,S500,Benzine,0,0,280,70,1446,85370,1,2014
2621,LV,Passenger car,Other,77,1980,Tumši zila,2011,1,VOLKSWAGEN,GOLF,Diesel,1,1,213.43,71.14,349.5,12300,1.002739726,2012
2622,LV,Passenger car,Other,77,1980,Tumši zila,2011,3,VOLKSWAGEN,GOLF,Diesel,1,1,140,40,257,10280,1,2014
2623,LV,Passenger car,Other,77,1980,Tumši zila,2011,2,VOLKSWAGEN,GOLF,Diesel,1,1,142.29,42.69,211.5,11330,1,2013
2624,LV,Passenger car,Other,77,1980,Tumši zila,2011,1,VOLKSWAGEN,GOLF,Diesel,1,1,213.43,71.14,349.5,12500,1.002739726,2012
2625,LV,Passenger car,Other,77,1980,Tumši zila,2011,1,VOLKSWAGEN,GOLF,Diesel,1,1,213.43,71.14,232.8,10700,0.698630137,2012
2626,LV,Passenger car,Other,77,1990,Tumši zila,2011,3,SKODA,OCTAVIA,Diesel,1,1,140,70,291,9290,1,2014
2627,LV,Passenger car,Other,77,1990,Tumši zila,2011,2,SKODA,OCTAVIA,Diesel,1,1,142.29,71.14,241.1,10320,1,2013
2628,LV,Passenger car,Other,77,1990,Tumši zila,2011,1,SKODA,OCTAVIA,Diesel,1,1,213.43,71.14,393.3,11470,1.002739726,2012
2629,LV,Passenger car,Other,81,1655,Balta,2005,8,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,232.4,7280,0.917808219,2013
2630,LV,Passenger car,Other,81,1655,Balta,2005,7,TOYOTA,COROLLA,Benzine,1,0,142.29,71.14,260.1,7570,1,2012
2631,LV,Passenger car,Other,81,1655,Gaiši zila,2007,5,TOYOTA,COROLLA,Benzine,1,1,213.43,71.14,164.7,8520,0.764383562,2012
2632,LV,Passenger car,Other,81,1655,Sarkana un vairakkrasu,2007,5,TOYOTA,COROLLA,Benzine,1,1,213.43,71.14,211.7,6830,1.02739726,2012
2633,LV,Passenger car,Other,82,1795,Gaiši peleka,2008,4,RENAULT,MEGANE,Benzine,1,1,213.43,71.14,122.4,7450,0.512328767,2012
2634,LV,Passenger car,Other,82,1795,Kiršu,2008,4,RENAULT,MEGANE,Benzine,1,1,213.43,71.14,122.4,7250,0.512328767,2012
2635,LV,Passenger car,Regular,0,2000,,2012,0,MERCEDES BENZ,SLK250,Benzine,0,0,500,70,78,58980,0.005479452,2012
2636,LV,Passenger car,Regular,0,2000,,2013,0,MERCEDES BENZ,E250,Benzine,0,0,140,70,97,64560,0.008219178,2013
2637,LV,Passenger car,Regular,63,1720,Tumši peleka,2013,0,VOLKSWAGEN,GOLF,Benzine,0,1,298.8,42.69,107.3,13650,0.153424658,2013
2638,LV,Passenger car,Regular,77,1580,Gaiši peleka,2014,0,SKODA,RAPID,Benzine,0,1,140,70,133,11840,0.408219178,2014
2639,LV,Passenger car,Regular,77,1580,Gaiši peleka,2014,0,SKODA,RAPID,Benzine,0,1,140,70,133,12440,0.408219178,2014
2640,LV,Passenger car,Regular,77,1600,Gaiši peleka,2014,0,VOLKSWAGEN,POLO,Benzine,0,1,140,40,277,16700,1,2014
2641,LV,Passenger car,Regular,77,1619,Peleka,2013,0,SKODA,FABIA,Benzine,0,0,142.29,71.14,130.9,15100,0.495890411,2013
2642,LV,Passenger car,Regular,77,1630,Gaiši peleka,2014,0,SKODA,RAPID,Benzine,0,1,140,70,158,14950,0.498630137,2014
2643,LV,Passenger car,Regular,77,1630,Sarkana,2014,0,SKODA,RAPID,Benzine,0,0,140,70,162,15600,0.495890411,2014
2644,LV,Passenger car,Regular,77,1635,Gaiši bruna,2013,0,SKODA,RAPID,Benzine,0,1,142.29,71.14,126.6,15400,0.504109589,2013
2645,LV,Passenger car,Regular,77,1635,Melna,2013,0,SKODA,RAPID,Benzine,0,1,142.29,71.14,140.5,16600,0.495890411,2013
2646,LV,Passenger car,Regular,0,39000,Balta,2007,5,TIRSAN,XM,Other,0,1,500,0,312,16600,1,2012
2647,LV,Passenger car,Regular,0,39000,Melna un balta,2007,6,TIRSAN,XM,Other,1,1,500,0,230,14700,0.830136986,2013
2648,LV,Passenger car,Regular,0,39000,Melna un balta,2007,5,TIRSAN,XM,Other,0,1,500,0,312,16400,1,2012
2649,LV,Passenger car,Regular,0,39000,Melna un balta,2007,6,TIRSAN,XM,Other,1,1,500,0,145,12600,0.567123288,2013
2650,LV,Passenger car,Regular,0,39000,Melna un balta,2007,5,TIRSAN,XM,Other,0,1,500,0,298,14100,1,2012
2651,LV,Passenger car,Regular,0,39000,Tumši peleka un balta,2007,6,TIRSAN,XM,Other,1,1,500,0,242,14900,0.873972603,2013
2652,LV,Passenger car,Regular,60,1500,Zila,2014,0,VOLKSWAGEN,UP!,Electricity,0,0,285,140,216,22230,0.465753425,2014
2653,LV,Passenger car,Regular,60,1500,Zila,2014,0,VOLKSWAGEN,UP!,Electricity,0,0,140,70,358,27600,1,2014
2654,LV,Passenger car,Regular,60,1500,Zila,2014,0,VOLKSWAGEN,UP!,Electricity,0,0,140,70,376,28240,1,2014
2655,LV,Passenger car,Regular,77,1905,Tumši zila,2012,0,SKODA,OCTAVIA,Benzine,0,1,142.29,71.14,26,18670,0.016438356,2012
2656,LV,Passenger car,Regular,77,1950,Kiršu,2012,1,SKODA,OCTAVIA,Diesel,1,1,140,70,439,13440,1,2013
2657,LV,Passenger car,Regular,77,2180,Balta,2012,2,VOLKSWAGEN,CADDY,Benzine,0,1,140,70,275,14900,1,2014
2658,LV,Passenger car,Regular,77,2180,Balta,2012,2,VOLKSWAGEN,CADDY,Benzine,0,1,140,70,275,15100,1,2014
2659,LV,Passenger car,Regular,77,2180,Balta,2012,2,VOLKSWAGEN,CADDY,Benzine,0,1,140,70,265.9,15300,0.964383562,2014
2660,LV,Passenger car,Regular,103,2060,Gaiši zila,2013,1,OPEL,INSIGNIA,Benzine,1,1,850,70,248,12120,0.863013699,2014
2661,LV,Passenger car,Regular,103,2060,Gaiši zila,2013,0,OPEL,INSIGNIA,Benzine,0,1,853.72,71.14,169.3,15250,0.556164384,2013
2662,LV,Passenger car,Regular,103,2060,Peleka,2013,0,OPEL,INSIGNIA,Benzine,0,1,853.72,71.14,169.3,16050,0.117808219,2013
2663,LV,Passenger car,Regular,110,2085,Tumši peleka,2012,0,SUBARU,LEGACY,Diesel,0,1,142.29,71.14,484.4,26750,0.712328767,2012
2664,LV,Passenger car,Regular,118,1970,Bruna tonmainas,2013,1,VOLKSWAGEN,CC,Benzine,1,1,140,70,315,18210,1,2014
2665,LV,Passenger car,Regular,118,1970,Melna,2013,0,VOLKSWAGEN,CC,Benzine,1,0,142.29,71.14,684.9,30700,1,2013
2666,LV,Passenger car,Regular,154,2070,Peleka tonmainas,2003,11,VOLVO,S80,Benzine,1,0,140,70,183,5700,0.969863014,2014
2667,LV,Passenger car,Regular,154,2070,Peleka tonmainas,2003,10,VOLVO,S80,Benzine,1,0,142.29,71.14,176.1,6660,1,2013
2668,LV,Passenger car,Regular,154,2070,Peleka tonmainas,2003,9,VOLVO,S80,Benzine,1,0,142.29,71.14,188.9,7510,1,2012
2669,LV,Passenger car,Regular,386,2415,Peleka,2012,2,MERCEDES BENZ,CLS 63 AMG,Benzine,0,1,430,70,1663.6,70400,1,2014
2670,LV,Passenger car,Regular,60,1500,Balta,2014,0,VOLKSWAGEN,UP!,Electricity,0,0,140,70,380,27110,1,2014
2671,LV,Passenger car,Other,147,3030,Bruna,2010,4,MITSUBISHI,PAJERO,Diesel,0,1,140,70,687,19860,1,2014
2672,LV,Passenger car,Other,147,3030,Bruna,2010,3,MITSUBISHI,PAJERO,Diesel,1,1,142.29,71.14,607,21570,1,2013
2673,LV,Passenger car,Other,147,3030,Bruna,2010,2,MITSUBISHI,PAJERO,Diesel,1,1,213.43,71.14,851.8,23940,1.002739726,2012
2674,LV,Passenger car,Other,183,2700,Melna,2011,1,LEXUS,RX 450H,Benzine,1,0,711.44,71.14,804.8,57860,1,2012
2675,LV,Passenger car,Other,183,2700,Melna tonmainas,2012,2,LEXUS,RX 450H,Benzine,1,1,140,70,108.6,43450,0.123287671,2014
2676,LV,Passenger car,Other,183,2700,Melna tonmainas,2012,1,LEXUS,RX 450H,Benzine,1,1,142.29,71.14,1059.2,48350,1,2013
2677,LV,Passenger car,Other,183,2700,Melna tonmainas,2012,0,LEXUS,RX 450H,Benzine,1,1,284.57,71.14,1082,60580,1,2012
2678,LV,Passenger car,Other,183,2700,Melna tonmainas,2012,0,LEXUS,RX 450H,Benzine,1,1,284.57,71.14,908.4,60580,0.753424658,2012
2679,LV,Passenger car,Other,218,2355,Melna tonmainas,2010,2,LEXUS,GS 450H,Benzine,1,1,284.57,71.14,267.4,46300,0.304109589,2012
2680,LV,Passenger car,Other,218,2355,Melna tonmainas,2010,2,LEXUS,GS 450H,Benzine,1,1,284.57,71.14,321.5,51420,0.312328767,2012
2681,LV,Passenger car,Other,190,2725,Melna,2007,5,CADILLAC,SRX,Benzine,1,1,213.43,71.14,463.6,26660,0.764383562,2012
2682,LV,Passenger car,Other,220,2130,Balta,2010,4,VOLKSWAGEN,PASSAT CC,Benzine,1,1,140,40,31,20540,0.268493151,2014
2683,LV,Passenger car,Other,220,2130,Balta,2010,3,VOLKSWAGEN,PASSAT CC,Benzine,1,1,142.29,42.69,207.4,22340,1,2013
2684,LV,Passenger car,Other,220,2130,Balta,2010,2,VOLKSWAGEN,PASSAT CC,Benzine,1,1,213.43,71.14,319.8,24840,1.002739726,2012
2685,LV,Passenger car,Other,191,2100,Tumši peleka,2011,3,SUBARU,LEGACY,Benzine,1,1,140,70,291,22030,1,2014
2686,LV,Passenger car,Other,191,2100,Tumši peleka,2011,2,SUBARU,LEGACY,Benzine,1,1,142.29,71.14,241.1,24390,1,2013
2687,LV,Passenger car,Other,191,2100,Tumši peleka,2011,1,SUBARU,LEGACY,Benzine,1,1,213.43,71.14,393.3,27010,1.002739726,2012
2688,LV,Passenger car,Other,175,2720,Gaiši bruna,2003,11,LEXUS,GX,Benzine,1,1,140,70,423,15080,1,2014
2689,LV,Passenger car,Other,175,2720,Gaiši bruna,2003,10,LEXUS,GX,Benzine,1,1,142.29,71.14,347.8,15570,1,2013
2690,LV,Passenger car,Other,175,2720,Gaiši bruna,2003,9,LEXUS,GX,Benzine,1,1,213.43,71.14,584,16080,1.002739726,2012
2691,LV,Passenger car,Regular,0,2987,,2012,0,MERCEDES BENZ,VIANO,Diesel,0,0,140,70,50,60800,0.01369863,2012
2692,LV,Passenger car,Regular,0,3000,,2013,0,VOLKSWAGEN,TOUAREG,Benzine,0,0,213.43,71.14,760.4,64430,1,2013
2693,LV,Passenger car,Regular,0,3250,,2013,0,MERCEDES BENZ,GL 350,Benzine,0,0,140,70,160,94950,0.021917808,2013
2694,LV,Passenger car,Regular,0,3500,,2008,6,MERCEDES BENZ,ML,Benzine,1,0,140,70,836.6,27020,1,2014
2695,LV,Passenger car,Regular,0,3500,,2008,5,MERCEDES BENZ,ML,Benzine,1,0,140,70,934.2,28430,1,2013
2696,LV,Passenger car,Other,108,1895,Kiršu,2009,3,TOYOTA,AVENSIS,Benzine,1,1,213.43,71.14,332.7,12010,1.002739726,2012
2697,LV,Passenger car,Other,110,2085,Tumši zila,2011,3,SUBARU,LEGACY,Diesel,1,1,140,70,26,14290,0.180821918,2014
2698,LV,Passenger car,Other,110,2085,Tumši zila,2011,2,SUBARU,LEGACY,Diesel,1,1,142.29,71.14,229.1,15850,1,2013
